ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match,user.id
HPCR5,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Clear,1093.74,,,Additive,,N
HPCR5,Victoria Harbour,Crabs,4,NP,>1 mm,fibre,Clear,1648.51,,,,,N
HPCR5,Victoria Harbour,Crabs,5,NP,>1 mm,fibre,Clear,3080.09,,,Cellulose,,N
HPCR5,Victoria Harbour,Crabs,6,NP,>1 mm,fibre,Clear,396.09,,,,,N
HPCR5,Victoria Harbour,Crabs,7,NP,>1 mm,fibre,Clear,4479.22,,,,,N
HPCR5,Victoria Harbour,Crabs,8,NP,>1 mm,fibre,Clear,1928.74,,,,,N
HPCR5,Victoria Harbour,Crabs,9,NP,>1 mm,fibre,Clear,4335.98,,,Polystyrene,,N
HPCR5,Victoria Harbour,Crabs,10,NP,>1 mm,fibre,Clear,2763.93,,,,,N
HPCR5,Victoria Harbour,Crabs,11,NP,>1 mm,fibre,Clear,2814.06,,,,,N
HPCR5,Victoria Harbour,Crabs,12,NP,>1 mm,fibre,Clear,902.33,,,,,N
HPCR5,Victoria Harbour,Crabs,13,NP,>1 mm,fibre,Clear,886.59,,,,,N
HPCR6,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,944.96,,,,,N
HPCR6,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Blue,1000.92,,,Cellulose,,N
HPCR6,Victoria Harbour,Crabs,3,NP,>1 mm,fibre,Clear,2423.81,,,Cellulose,,N
HPCR7,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,,NA
HPCR8,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,4353.75,,,,,N
HPCR9,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,2032.24,,,,,N
HPCR10,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Clear,1007.61,,"These unknown 'black' fibres are actually clear up close, and I suspect they're chitin.",Unknown,,N
HPCR10,Victoria Harbour,Crabs,2,NP,>1 mm,fibre,Blue,673.43,,,Cellulose,,N
HPCR11,Victoria Harbour,Crabs,,NP,>1 mm,NA,NA,NA,NA,,,,NA
HPCR10,Victoria Harbour,Crabs,3,NP,>1 mm,NA,NA,NA,NA,could not find for Raman,,,NA
HPCR12,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,,NA
HPCR13,Victoria Harbour,Crabs,1,NP,>1 mm,fibre,Black,1309.01,,,Cellulose,,N
HPCR14,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,,NA
HPCR15,Victoria Harbour,Crabs,NA,NP,>1 mm,NA,NA,NA,,,,,NA
CBCR3,Coles Bay,Crabs,,BB,<1000,fiber,black,807.36,no,dropped,,16,S
CBCR6,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
CBCR7,Coles Bay,Crabs,792,BB,<1000,fiber,clear,1703.22,,,Polyester,16,S
CBCR7,Coles Bay,Crabs,793,BB,<1000,fiber,clear,2769.55,,,Polyester,16,S
CBCR10,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
CBCR12,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
CBCR13,Coles Bay,Crabs,794,BB,<1000,fiber,black,570.71,yes,,Cellulose,16,N
CBCR14,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
CBCR15,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,16,NA
CBCR16,Coles Bay,Crabs,795,BB,<1000,fiber,blue,1020.21,,Possibly denim,"Cellulose
",16,N
CBCR17,Coles Bay,Crabs,796,BB,<1000,fiber,black,2106.11,yes,,Cellulose,16,N
CBCR17,Coles Bay,Crabs,797,BB,<1000,fiber,blue,1170.47,yes,,"Unknown
",16,N
CBCR17,Coles Bay,Crabs,798,BB,<1000,fiber,black,351.28,yes,,Polyester,16,S
CBCR17,Coles Bay,Crabs,799,BB,<1000,fiber,blue,391.27,yes,,Cellulose,16,N
CBCR18,Coles Bay,Crabs,800,BB,<1000,fiber,black,823.47,yes,,Cellulose,16,N
CBCRPB1,Coles Bay,Blanks,801,BB,<1000,fragment,yellow,109.57,yes,,Cellulose,16,S
CBCRPB3,Coles Bay,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
EBCR2,Elliot Bay,Crabs,802,BB,<1000,fiber,blue,586.96,yes,Possibly denim,Cellulose,17,N
EBCR3,Elliot Bay,Crabs,803,BB,<1000,fiber,yellow,868.79,yes,*lots of debris,Polyester,17,N
EBCR5,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,17,NA
EBCR6,Elliot Bay,Crabs,804,BB,<1000,fiber,black,667.15,yes,,Unknown,17,N
EBCR7,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,17,NA
EBCR9,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
EBCR10,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
EBCR12,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
EBCR14,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
EBCR15,Elliot Bay,Crabs,805,BB,<1000,fiber,purple,881.19,yes,,Cellulose,17,S
EBCR16,Elliot Bay,Crabs,806,BB,<1000,fiber,blue,766.82,yes,,Cellulose,17,N
EBCR16,Elliot Bay,Crabs,,BB,<1000,fiber,black,877.66,no,dropped,,17,N
EBCRPB1,Elliot Bay,Blanks,807,BB,<1000,fiber,black,951.69,yes,,Cellulose,17,N
EBCRPB2,Elliot Bay,Blanks,808,BB,<1000,fiber,black,567.29,yes,"Cellulose spectra, physical structure of rayon",Rayon,17,N
HPCR1,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
HPCR2,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
HPCR3,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,18,NA
HPCR4,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,18,NA
HPCR7,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,18,NA
HPCR8,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,*lots of debris,,18,NA
HPCR9,Victoria Harbour,Crabs,809,BB,<1000,fiber,black,2893.01,yes,,Cellulose,18,S
HPCR10,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
HPCR12,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,    ,,18,NA
HPCR15,Victoria Harbour,Crabs,810,BB,<1000,fiber,clear,1436.97,yes,,Polyester,18,S
HPCR15,Victoria Harbour,Crabs,811,BB,<1000,fiber,blue,1248.11,yes,,Polyester,18,S
HPCRPB2,Victoria Harbour,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
HPCRPB3,Victoria Harbour,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
CBCR2,Coles Bay,Crabs,1069,BB,<1000,fiber,black,892.13,yes,,,16,S
CBCR4,Coles Bay,Crabs,1070,BB,<1000,fiber,brown,2064.54,yes,,,16,S
CBCR8,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
CBCR9,Coles Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,16,NA
CBCRPB2,Coles Bay,Blanks,1071,BB,<1000,fiber,blue,1086.48,yes,,,16,N
EBCR1,Elliot Bay,Crabs,1072,BB,<1000,fiber,blue,5825.48,yes,,,17,N
EBCR4,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
EBCR8,Elliot Bay,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
EBCR11,Elliot Bay,Crabs,1073,BB,<1000,fiber,green,1077.45,yes,,,17,N
EBCRPB3,Elliot Bay,Blanks,NA,BB,<1000,NA,NA,NA,NA,,,17,NA
HPCR5,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
HPCR6,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
HPCR11,Victoria Harbour,Crabs,NA,BB,<1000,NA,NA,NA,NA,,,18,NA
CBCR11,Coles Bay,Crabs,1092,GC,<1000,fiber,pink,6885.12,yes,,,,NA
CBCR11,Coles Bay,Crabs,1093,GC,<1000,fiber,blue,940.98,yes,,,16,NA
CBCR11,Coles Bay,Crabs,1094,GC,<1000,fiber,black,525.66,yes,,,16,S
EBCR13,Elliot Bay,Crabs,1095,GC,<1000,fiber,clear,2412.02,yes,,,17,N
EBCR13,Elliot Bay,Crabs,1096,GC,<1000,fiber,black,510.22,no,dropped,,17,NA
